customer_id,age,gender,region,city,signup_date,tenure_days
CUST_00128,39,Female,Greater Accra,Accra,2024-07-08,788
CUST_00129,28,Female,Oti,Dambai,2026-09-02,2
CUST_00130,49,Male,Bono,Sunyani,2025-11-23,285
CUST_00131,22,Female,Upper East,Bolgatanga,2026-01-31,216
CUST_00132,18,Male,Bono,Berekum,2026-05-27,100
CUST_00133,45,Male,Upper West,Wa,2026-07-15,51
CUST_00134,18,Female,Central,Cape Coast,2026-03-24,164
CUST_00135,31,Female,Greater Accra,Accra,2023-07-17,1145
CUST_00136,65,Female,Western,Takoradi,2026-04-01,156
CUST_00137,33,Female,Northern,Tamale,2025-11-16,292
CUST_00138,22,Female,Northern,Savelugu,2025-05-07,485
CUST_00139,33,Female,Central,Winneba,2026-03-08,180
CUST_00140,33,Female,Greater Accra,Ashaiman,2023-01-03,1340
CUST_00141,35,Female,Ashanti,Obuasi,2023-01-31,1312
CUST_00142,40,Other,Ahafo,Goaso,2026-05-11,116
CUST_00143,23,Other,Central,Cape Coast,2025-12-03,275
CUST_00144,50,Male,Central,Swedru,2026-04-14,143
CUST_00145,36,Female,Ashanti,Konongo,2026-04-23,134
CUST_00146,41,Female,Ashanti,Kumasi,2026-08-20,15
CUST_00147,27,Male,Western North,Bibiani,2025-08-24,376
CUST_00148,46,Female,Volta,Hohoe,2025-11-29,279
CUST_00149,31,Male,Upper East,Bawku,2026-08-14,21
CUST_00150,36,Female,Eastern,Suhum,2026-04-27,130
CUST_00151,24,Female,Western,Sekondi,2024-01-23,955
CUST_00152,24,Male,Ashanti,Obuasi,2026-05-18,109
CUST_00153,40,Male,Volta,Ho,2026-07-04,62
CUST_00154,29,Female,Eastern,Koforidua,2025-12-10,268
CUST_00155,25,Male,Eastern,Koforidua,2023-01-03,1340
CUST_00156,27,Male,Western,Takoradi,2026-05-17,110
CUST_00157,40,Male,Upper West,Lawra,2025-06-15,446
CUST_00158,27,Female,Greater Accra,Madina,2025-02-08,573
CUST_00159,32,Female,Bono,Sunyani,2026-05-19,108
CUST_00160,34,Female,Ashanti,Mampong,2025-04-01,521
CUST_00161,18,Male,Eastern,Koforidua,2026-03-05,183
CUST_00162,19,Female,Greater Accra,Accra,2025-07-31,400
CUST_00163,37,Female,Ashanti,Kumasi,2025-07-30,401
CUST_00164,26,Male,Eastern,Akim Oda,2025-11-02,306
CUST_00165,44,Female,Greater Accra,Accra,2026-07-29,37
CUST_00166,43,Female,Eastern,Akim Oda,2024-09-13,721
CUST_00167,41,Female,Ahafo,Goaso,2026-04-03,154
CUST_00168,52,Male,Greater Accra,Dansoman,2026-06-14,82
CUST_00169,33,Male,Northern,Tamale,2026-08-19,16
CUST_00170,40,Male,Ashanti,Kumasi,2025-09-12,357
CUST_00171,28,Male,Western,Takoradi,2025-06-09,452
CUST_00172,58,Female,Ashanti,Ejisu,2026-08-29,6
CUST_00173,53,Male,Greater Accra,Accra,2025-11-21,287
CUST_00174,34,Female,Greater Accra,Ashaiman,2026-05-25,102
CUST_00175,37,Male,Greater Accra,Tema,2025-07-17,414
CUST_00176,47,Male,Greater Accra,Tema,2026-06-20,76
CUST_00177,32,Female,Volta,Keta,2025-05-23,469
CUST_00178,27,Male,Bono East,Techiman,2026-02-21,195
CUST_00179,42,Female,Upper East,Bolgatanga,2023-08-27,1104
CUST_00180,34,Male,Volta,Ho,2026-07-07,59
CUST_00181,35,Male,Greater Accra,Tema,2026-03-22,166
CUST_00182,25,Female,Ashanti,Kumasi,2026-07-18,48
CUST_00183,18,Female,Ashanti,Kumasi,2023-11-05,1034
CUST_00184,36,Male,Ashanti,Bekwai,2024-05-18,839
CUST_00185,43,Male,Central,Cape Coast,2026-05-08,119
CUST_00186,31,Female,Central,Elmina,2025-06-30,431
CUST_00187,48,Other,Ashanti,Konongo,2024-10-25,679
CUST_00188,26,Female,Ashanti,Kumasi,2025-10-15,324
CUST_00189,23,Male,Bono,Sunyani,2025-11-07,301
CUST_00190,33,Other,Upper East,Bolgatanga,2026-05-17,110
CUST_00191,33,Male,Ashanti,Ejisu,2026-07-27,39
CUST_00192,41,Male,Ahafo,Kenyasi,2024-03-08,910
CUST_00193,26,Female,,,2024-02-25,922
CUST_00194,47,Male,Ashanti,Bekwai,2025-07-30,401
CUST_00195,53,Male,Ashanti,Ejisu,2026-03-23,165
CUST_00196,33,Male,Eastern,Koforidua,2026-03-17,171
CUST_00197,46,Male,Upper West,Wa,2025-04-05,517
CUST_00198,23,Female,Bono East,Atebubu,2024-03-09,909
CUST_00199,44,Female,Greater Accra,Accra,2024-04-15,872
CUST_00200,44,Male,Ashanti,Kumasi,2025-01-07,605
CUST_00201,42,Female,Central,Elmina,2025-07-21,410
CUST_00202,33,Female,Eastern,Akim Oda,2026-07-31,35
CUST_00203,18,Female,Greater Accra,Teshie,2026-06-26,70
CUST_00204,27,Male,Bono East,Kintampo,2024-03-03,915
CUST_00205,27,Other,Volta,Ho,2025-08-28,372
CUST_00206,24,Female,,,2026-09-01,3
CUST_00207,35,Male,Bono East,Techiman,2026-07-24,42
CUST_00208,29,Male,Northern,Tamale,2025-06-26,435
CUST_00209,25,Male,Eastern,Akim Oda,2026-09-02,2
CUST_00210,23,Female,Western,Takoradi,2026-06-26,70
CUST_00211,26,Male,Greater Accra,Tema,2025-10-21,318
CUST_00212,45,Female,Volta,Ho,2025-05-22,470
CUST_00213,27,Male,Greater Accra,Tema,2025-07-09,422
CUST_00214,28,Female,Volta,Hohoe,2026-05-26,101
CUST_00215,29,Male,Ashanti,Konongo,2025-04-24,498
CUST_00216,37,Female,Greater Accra,Ashaiman,2026-05-19,108
CUST_00217,38,Female,Greater Accra,Accra,2026-03-31,157
CUST_00218,18,Male,Greater Accra,Accra,2025-03-05,548
CUST_00219,44,Male,Volta,Hohoe,2025-07-12,419
CUST_00220,48,Male,Northern,Tamale,2024-08-09,756
CUST_00221,23,Female,Central,Elmina,2025-07-03,428
CUST_00222,24,Female,Greater Accra,Madina,2025-10-03,336
CUST_00223,29,Male,Greater Accra,Accra,2026-07-27,39
CUST_00224,26,Male,Greater Accra,Accra,2026-03-05,183
CUST_00225,36,Male,Greater Accra,Accra,2026-05-04,123
CUST_00226,18,Female,Western North,Bibiani,2026-05-16,111
CUST_00227,22,Female,Ashanti,Kumasi,2023-01-03,1340
CUST_00228,49,Female,Ashanti,Bekwai,2026-02-17,199
CUST_00229,24,Male,Greater Accra,Ashaiman,2024-03-28,890
CUST_00230,46,Male,Ashanti,Kumasi,2025-08-02,398
CUST_00231,37,Other,Central,Winneba,2024-12-10,633
CUST_00232,18,Male,Western,Axim,2025-11-29,279
CUST_00233,40,Female,Ashanti,Obuasi,2025-09-25,344
CUST_00234,32,Male,Greater Accra,Accra,2025-12-07,271
CUST_00235,29,Male,Ashanti,Kumasi,2026-06-10,86
CUST_00236,36,Female,Ashanti,Mampong,2025-04-10,512
CUST_00237,38,Other,Ashanti,Ejisu,2026-04-26,131
CUST_00238,41,Other,Oti,Nkwanta,2026-08-26,9
CUST_00239,45,Male,Western,Axim,2025-07-17,414
CUST_00240,38,Male,Central,Swedru,2026-06-19,77
CUST_00241,20,Female,Eastern,Suhum,2023-08-03,1128
CUST_00242,29,Female,Eastern,Koforidua,2023-04-22,1231
CUST_00243,63,Female,Central,Kasoa,2023-12-24,985
CUST_00244,41,Male,Volta,Aflao,2026-03-04,184
CUST_00245,57,Female,Volta,Aflao,2026-08-29,6
CUST_00246,47,Female,Greater Accra,Madina,2023-10-16,1054
CUST_00247,36,Female,Eastern,Koforidua,2026-01-24,223
CUST_00248,37,Female,Eastern,Akosombo,2023-01-03,1340
CUST_00249,33,Male,Bono East,Kintampo,2023-01-18,1325
CUST_00250,18,Other,Western,Takoradi,2024-07-30,766
CUST_00251,34,Female,Central,Kasoa,2026-04-18,139
CUST_00252,46,Female,Greater Accra,Accra,2026-02-22,194
CUST_00253,28,Female,Western,Takoradi,2024-08-04,761
CUST_00254,38,Female,Greater Accra,Accra,2026-04-05,152
CUST_00255,42,Female,Ashanti,Kumasi,2026-06-22,74
CUST_00256,24,Male,Greater Accra,Tema,2025-10-14,325
CUST_00257,29,Male,Volta,Keta,2023-08-31,1100
CUST_00258,23,Male,Greater Accra,Madina,2025-05-16,476
CUST_00259,25,Male,Ashanti,Mampong,2025-10-02,337
CUST_00260,21,Male,Western North,Sefwi Wiawso,2026-07-26,40
CUST_00261,24,Male,Greater Accra,Accra,2025-08-19,381
CUST_00262,48,Male,Eastern,Suhum,2023-01-03,1340
CUST_00263,24,Male,Eastern,Koforidua,2026-07-06,60
CUST_00264,35,Male,Greater Accra,Dansoman,2025-11-16,292
CUST_00265,28,Male,Upper East,Navrongo,2024-05-18,839
CUST_00266,45,Female,Greater Accra,Tema,2025-03-13,540
CUST_00267,47,Female,Eastern,Suhum,2025-05-15,477
CUST_00268,42,Male,Central,Cape Coast,2025-05-08,484
CUST_00269,37,Female,Western,Takoradi,2026-03-10,178
CUST_00270,31,Female,Volta,Keta,2026-04-18,139
CUST_00271,22,Male,Ashanti,Kumasi,2024-11-11,662
CUST_00272,53,Female,Greater Accra,Teshie,2024-11-09,664
CUST_00273,26,Female,Northern,Tamale,2024-06-19,807
CUST_00274,40,Female,,,2024-01-01,977
CUST_00275,44,Male,Bono,Berekum,2025-11-22,286
CUST_00276,28,Female,Bono,Berekum,2025-11-30,278
CUST_00277,44,Male,Bono,Sunyani,2024-12-03,640
CUST_00278,41,Female,Eastern,Akim Oda,2025-07-12,419
CUST_00279,51,Other,Ashanti,Mampong,2025-05-08,484
CUST_00280,29,Female,Upper East,Bolgatanga,2024-12-08,635
CUST_00281,21,Female,Eastern,Akosombo,2024-04-05,882
CUST_00282,28,Male,Greater Accra,Tema,2026-03-24,164
CUST_00283,36,Other,,,2026-02-28,188
CUST_00284,34,Female,Bono East,Kintampo,2026-07-27,39
CUST_00285,30,Male,Eastern,Koforidua,2025-09-24,345
CUST_00286,18,Female,Greater Accra,Tema,2026-08-21,14
CUST_00287,38,Male,Ashanti,Mampong,2025-12-28,250
CUST_00288,53,Male,Upper East,Bolgatanga,2025-10-27,312
CUST_00289,38,Female,Western North,Enchi,2026-04-22,135
CUST_00290,40,Male,Greater Accra,Tema,2025-09-12,357
CUST_00291,39,Female,Greater Accra,Accra,2026-08-23,12
CUST_00292,37,Male,Bono East,Techiman,2026-08-20,15
CUST_00293,43,Male,,,2024-10-13,691
CUST_00294,37,Other,Central,Kasoa,2026-03-10,178
CUST_00295,30,Male,Oti,Jasikan,2026-07-12,54
CUST_00296,26,Female,Greater Accra,Teshie,2025-11-13,295
CUST_00297,31,Female,Western,Sekondi,2025-01-25,587
CUST_00298,37,Female,,,2026-05-30,97
CUST_00299,30,Female,Ashanti,Konongo,2025-08-10,390
CUST_00300,37,Female,,,2026-07-31,35
CUST_00301,38,Male,Eastern,Akosombo,2026-08-14,21
CUST_00302,42,Female,,,2025-11-05,303
CUST_00303,46,Male,Central,Kasoa,2025-10-28,311
CUST_00304,34,Female,Ashanti,Konongo,2025-07-26,405
CUST_00305,20,Female,Ashanti,Kumasi,2025-04-05,517
CUST_00306,30,Female,Ashanti,Kumasi,2023-01-03,1340
CUST_00307,34,Female,Ashanti,Kumasi,2025-11-18,290
CUST_00308,18,Female,Greater Accra,Accra,2026-04-01,156
CUST_00309,47,Female,Ashanti,Obuasi,2024-12-09,634
CUST_00310,35,Female,Eastern,Akosombo,2026-05-01,126
CUST_00311,37,Male,Northern,Tamale,2026-01-16,231
CUST_00312,47,Male,Western,Sekondi,2026-08-03,32
CUST_00313,27,Female,Volta,Keta,2026-08-25,10
CUST_00314,39,Female,Greater Accra,Accra,2023-01-29,1314
CUST_00315,32,Male,Ashanti,Kumasi,2024-09-11,723
CUST_00316,32,Male,Volta,Kpando,2025-05-16,476
CUST_00317,26,Male,Eastern,Akosombo,2026-02-06,210
CUST_00318,50,Other,Greater Accra,Tema,2026-06-20,76
CUST_00319,30,Female,Upper East,Bawku,2026-06-28,68
CUST_00320,40,Male,Northern,Tamale,2026-05-12,115
CUST_00321,18,Male,Central,Winneba,2025-10-21,318
CUST_00322,45,Male,Greater Accra,Tema,2025-04-21,501
CUST_00323,44,Male,Northern,Yendi,2025-06-30,431
CUST_00324,34,Male,Central,Kasoa,2026-04-26,131
CUST_00325,31,Female,Upper East,Bolgatanga,2023-04-14,1239
CUST_00326,38,Other,Northern,Tamale,2025-03-18,535
CUST_00327,56,Male,Upper East,Navrongo,2025-10-16,323
CUST_00328,18,Male,Central,Kasoa,2025-08-22,378
CUST_00329,41,Male,Greater Accra,Tema,2026-01-30,217
CUST_00330,24,Male,Volta,Ho,2026-05-14,113
CUST_00331,33,Male,Western,Takoradi,2026-03-12,176
CUST_00332,31,Male,Northern,Yendi,2025-02-14,567
CUST_00333,29,Male,Greater Accra,Tema,2026-08-30,5
CUST_00334,33,Female,Greater Accra,Tema,2026-07-17,49
CUST_00335,22,Female,Western North,Sefwi Wiawso,2026-08-17,18
CUST_00336,44,Female,Northern,Yendi,2026-08-19,16
CUST_00337,18,Male,Western North,Sefwi Wiawso,2024-07-23,773
CUST_00338,39,Female,Northern,Tamale,2025-05-06,486
CUST_00339,30,Other,Western,Sekondi,2025-12-21,257
CUST_00340,22,Male,Western,Takoradi,2026-07-25,41
CUST_00341,36,Male,Western North,Sefwi Wiawso,2025-12-08,270
CUST_00342,18,Female,Central,Winneba,2025-12-22,256
CUST_00343,34,Male,Western,Tarkwa,2026-06-20,76
CUST_00344,19,Male,Greater Accra,Ashaiman,2026-01-20,227
CUST_00345,38,Female,Eastern,Akim Oda,2026-02-13,203
CUST_00346,24,Female,Volta,Ho,2025-08-18,382
CUST_00347,29,Male,Ashanti,Kumasi,2025-07-28,403
CUST_00348,36,Female,Greater Accra,Dansoman,2026-08-17,18
CUST_00349,26,Female,Ashanti,Obuasi,2026-03-01,187
CUST_00350,33,Male,Ashanti,Konongo,2025-08-07,393
CUST_00351,18,Female,Ashanti,Kumasi,2025-11-29,279
CUST_00352,40,Male,,,2024-07-20,776
CUST_00353,51,Male,Western North,Sefwi Wiawso,2025-07-02,429
CUST_00354,61,Female,Eastern,Nkawkaw,2026-06-25,71
CUST_00355,34,Male,Greater Accra,Teshie,2026-08-06,29
CUST_00356,41,Male,Greater Accra,Dansoman,2025-07-20,411
CUST_00357,18,Male,Volta,Hohoe,2026-08-25,10
CUST_00358,49,Female,Ashanti,Obuasi,2025-09-17,352
CUST_00359,41,Female,Bono,Dormaa Ahenkro,2023-08-05,1126
CUST_00360,29,Male,Western,Tarkwa,2025-09-27,342
CUST_00361,46,Female,Upper East,Bolgatanga,2026-02-20,196
CUST_00362,31,Male,Ashanti,Obuasi,2025-07-19,412
CUST_00363,29,Female,Volta,Ho,2026-01-02,245
CUST_00364,38,Male,Ashanti,Obuasi,2025-10-24,315
CUST_00365,23,Female,Upper West,Wa,2023-07-27,1135
CUST_00366,44,Other,Western,Sekondi,2026-02-21,195
CUST_00367,23,Female,Ashanti,Kumasi,2023-02-13,1299
CUST_00368,23,Male,Ashanti,Kumasi,2024-02-04,943
CUST_00369,24,Female,Greater Accra,Tema,2026-06-09,87
CUST_00370,41,Male,Volta,Aflao,2026-08-07,28
CUST_00371,27,Female,Ashanti,Ejisu,2026-07-24,42
CUST_00372,20,Male,Western,Takoradi,2026-08-28,7
CUST_00373,27,Male,Ashanti,Bekwai,2026-07-27,39
CUST_00374,33,Male,Volta,Kpando,2025-06-02,459
CUST_00375,22,Male,Upper East,Bolgatanga,2026-08-06,29
CUST_00376,22,Female,Northern,Tamale,2026-04-04,153
CUST_00377,55,Female,Northern,Yendi,2024-08-20,745
CUST_00378,25,Female,Greater Accra,Ashaiman,2026-08-26,9
CUST_00379,30,Female,Greater Accra,Dansoman,2024-10-31,673
CUST_00380,30,Female,Volta,Kpando,2026-04-25,132
CUST_00381,29,Male,Ashanti,Ejisu,2026-07-16,50
CUST_00382,40,Male,Eastern,Akim Oda,2025-05-15,477
CUST_00383,43,Male,Greater Accra,Accra,2025-08-04,396
CUST_00384,30,Male,Ashanti,Kumasi,2024-05-18,839
CUST_00385,21,Male,Greater Accra,Tema,2025-03-22,531
CUST_00386,46,Male,Bono East,Kintampo,2024-11-23,650
CUST_00387,33,Male,Ashanti,Obuasi,2026-04-25,132
CUST_00388,51,Male,Central,Elmina,2026-06-18,78
CUST_00389,18,Female,Greater Accra,Accra,2025-02-26,555
CUST_00390,35,Male,Volta,Keta,2024-11-16,657
CUST_00391,53,Female,Ashanti,Kumasi,2023-01-03,1340
CUST_00392,30,Female,Western North,Bibiani,2026-02-04,212
CUST_00393,31,Female,Western North,Enchi,2026-03-02,186
CUST_00394,36,Male,,,2025-01-13,599
CUST_00395,28,Male,,,2026-03-22,166
CUST_00396,30,Male,North East,Nalerigu,2023-10-02,1068
CUST_00397,30,Male,Bono,Sunyani,2024-07-15,781
CUST_00398,27,Male,Bono,Sunyani,2026-01-23,224
CUST_00399,46,Female,Ashanti,Kumasi,2025-02-26,555
CUST_00400,38,Female,Central,Swedru,2025-02-20,561
CUST_00401,36,Female,Greater Accra,Madina,2026-07-23,43
CUST_00402,42,Male,Greater Accra,Teshie,2024-02-16,931
CUST_00403,31,Male,North East,Nalerigu,2025-11-27,281
CUST_00404,26,Female,Ashanti,Mampong,2024-10-04,700
CUST_00405,27,Male,Northern,Tamale,2026-04-03,154
CUST_00406,34,Female,Upper East,Navrongo,2024-03-15,903
CUST_00407,23,Female,Bono East,Techiman,2026-02-19,197
CUST_00408,28,Male,North East,Nalerigu,2026-08-31,4
CUST_00409,28,Male,Ashanti,Obuasi,2024-02-04,943
CUST_00410,55,Male,Greater Accra,Dansoman,2026-07-28,38
CUST_00411,18,Male,Eastern,Koforidua,2026-04-04,153
CUST_00412,32,Male,Greater Accra,Accra,2023-05-25,1198
CUST_00413,51,Male,Greater Accra,Teshie,2023-05-20,1203
CUST_00414,35,Male,Ashanti,Kumasi,2025-09-29,340
CUST_00415,41,Female,Upper East,Bolgatanga,2025-08-01,399
CUST_00416,34,Female,Central,Kasoa,2026-01-09,238
CUST_00417,27,Male,Ashanti,Kumasi,2026-04-19,138
CUST_00418,18,Female,Western,Axim,2026-03-29,159
CUST_00419,36,Female,Ashanti,Konongo,2025-06-15,446
CUST_00420,26,Female,Greater Accra,Tema,2025-02-23,558
CUST_00421,25,Female,Northern,Savelugu,2024-12-16,627
CUST_00422,29,Male,Western,Sekondi,2024-12-20,623
CUST_00423,51,Male,Northern,Tamale,2026-07-28,38
CUST_00424,58,Female,Greater Accra,Accra,2025-12-06,272
CUST_00425,36,Female,Bono,Sunyani,2026-08-12,23
CUST_00426,29,Female,Western,Takoradi,2025-10-21,318
CUST_00427,22,Other,Central,Swedru,2026-01-14,233
CUST_00428,38,Female,Western,Tarkwa,2024-04-13,874
CUST_00429,51,Male,Bono East,Techiman,2026-03-16,172
CUST_00430,31,Male,Central,Winneba,2026-07-17,49
CUST_00431,18,Male,Central,Elmina,2026-07-05,61
CUST_00432,40,Female,North East,Walewale,2025-02-08,573
CUST_00433,43,Female,,,2025-08-15,385
CUST_00434,18,Female,Eastern,Akim Oda,2026-07-24,42
CUST_00435,35,Female,Volta,Aflao,2026-07-31,35
CUST_00436,38,Female,Ashanti,Obuasi,2025-05-10,482
CUST_00437,33,Female,Ashanti,Obuasi,2026-08-05,30
CUST_00438,26,Female,Western,Takoradi,2024-10-14,690
CUST_00439,44,Male,Ahafo,Goaso,2025-05-03,489
CUST_00440,29,Female,Ahafo,Goaso,2026-08-02,33
CUST_00441,19,Female,Ashanti,Kumasi,2026-07-31,35
CUST_00442,18,Male,Central,Cape Coast,2023-01-03,1340
CUST_00443,46,Male,Ashanti,Konongo,2026-03-01,187
CUST_00444,40,Female,North East,Nalerigu,2026-03-03,185
CUST_00445,34,Male,Savannah,Bole,2024-11-03,670
