customer_id,churn,predicted_churn_proba,region,city,favorite_category,dominant_device,conversion_rate_delta,activity_momentum,browse_buy_gap_days,stale_cart_adds,total_spend,total_purchases,days_since_last_purchase
CUST_00105,1,0.75232035,Ashanti,Kumasi,Fashion & Apparel,Mobile,-0.38461538461538464,0.2857142857142857,109.0,4,736.6199999999999,5.0,113.0
CUST_00106,0,0.57703716,Eastern,Koforidua,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00107,1,0.6905968,Northern,Tamale,Beauty & Personal Care,Desktop,0.0,6.0,9999.0,2,0.0,0.0,9999.0
CUST_00108,1,0.7351816,Greater Accra,Accra,Electronics,Mobile,0.0,0.3,9981.0,0,0.0,0.0,9999.0
CUST_00109,1,0.6143226,Central,Cape Coast,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00111,1,0.58148104,Unknown,Unknown,Electronics,Tablet,0.0,2.0,9981.0,0,0.0,0.0,9999.0
CUST_00113,1,0.9670748,Volta,Kpando,Fashion & Apparel,Mobile,-0.4,0.2222222222222222,15.0,0,1485.1599999999999,2.0,102.0
CUST_00114,0,0.20031884,Greater Accra,Tema,Fashion & Apparel,Desktop,0.0888888888888889,0.47368421052631576,10.0,2,4641.42,8.0,10.0
CUST_00115,0,0.34544918,Greater Accra,Accra,Electronics,Desktop,0.0,1.5,9996.0,7,0.0,0.0,9999.0
CUST_00116,1,0.46844816,Bono East,Kintampo,Fashion & Apparel,Tablet,-0.2,0.5,122.0,4,383.28,2.0,134.0
CUST_00117,1,0.61013603,Northern,Yendi,Phones & Tablets,Desktop,-0.09090909090909091,0.7307692307692307,112.0,6,597.12,2.0,118.0
CUST_00119,0,0.5058095,Ashanti,Kumasi,Fashion & Apparel,Mobile,-0.2857142857142857,0.5454545454545454,225.0,2,1338.89,2.0,232.0
CUST_00120,0,0.28299156,Ashanti,Ejisu,Phones & Tablets,Mobile,-1.0,0.3333333333333333,157.0,3,111.39,1.0,175.0
CUST_00121,1,0.7243941,Ashanti,Kumasi,Fashion & Apparel,Desktop,-0.08333333333333331,0.6470588235294118,19.0,5,1136.74,7.0,29.0
CUST_00122,0,0.12826414,Ashanti,Kumasi,Fashion & Apparel,Desktop,0.09375,0.3225806451612903,38.0,3,2368.33,7.0,49.0
CUST_00123,1,0.80098194,Greater Accra,Accra,Electronics,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00125,1,0.79915625,Northern,Savelugu,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00126,1,0.8809002,Western,Tarkwa,Fashion & Apparel,Mobile,0.0,6.0,9994.0,4,0.0,0.0,9999.0
CUST_00127,1,0.61372286,Unknown,Unknown,Fashion & Apparel,Desktop,-0.25,0.4,211.0,4,504.84,1.0,260.0
CUST_00128,0,0.020161858,Greater Accra,Accra,Fashion & Apparel,Mobile,0.051754385964912275,0.4166666666666667,-6.0,0,6502.53,26.0,1.0
CUST_00130,1,0.5889959,Bono,Sunyani,Books & Stationery,Mobile,0.0,2.0,9979.0,2,0.0,0.0,9999.0
CUST_00131,1,0.5587037,Upper East,Bolgatanga,Phones & Tablets,Desktop,0.0,2.0,9946.0,1,0.0,0.0,9999.0
CUST_00132,1,0.744162,Bono,Berekum,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00134,0,0.40685618,Central,Cape Coast,Fashion & Apparel,None,0.0,1.0,0.0,1,0.0,0.0,9999.0
CUST_00135,1,0.86592424,Greater Accra,Accra,Fashion & Apparel,Tablet,-0.25,0.3333333333333333,117.0,0,199.04,1.0,128.0
CUST_00136,1,0.8672374,Western,Takoradi,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00137,0,0.1711039,Northern,Tamale,Electronics,Desktop,0.0,2.0,9993.0,5,0.0,0.0,9999.0
CUST_00138,1,0.8634695,Northern,Savelugu,Electronics,Mobile,-0.5,0.5,96.0,0,133.96,1.0,146.0
CUST_00139,1,0.68185765,Central,Winneba,Electronics,Desktop,0.0,4.0,9997.0,0,0.0,0.0,9999.0
CUST_00140,0,0.016929517,Greater Accra,Ashaiman,Fashion & Apparel,Mobile,0.1517857142857143,0.0967741935483871,17.0,1,15147.17,23.0,19.0
CUST_00141,0,0.14395092,Ashanti,Obuasi,Fashion & Apparel,Mobile,-0.52,0.21052631578947367,160.0,2,3673.61,13.0,171.0
CUST_00142,0,0.4621626,Ahafo,Goaso,Baby & Kids,None,0.0,1.0,0.0,1,0.0,0.0,9999.0
CUST_00143,0,0.10492822,Central,Cape Coast,Phones & Tablets,Mobile,0.4,3.0,33.0,2,144.09,2.0,38.0
CUST_00144,1,0.45185405,Central,Swedru,Fashion & Apparel,Mobile,0.0,2.0,9999.0,0,0.0,0.0,9999.0
CUST_00145,1,0.674972,Ashanti,Konongo,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00147,1,0.8455416,Western North,Bibiani,Electronics,Mobile,0.0,0.8,9998.0,1,0.0,0.0,9999.0
CUST_00148,0,0.1562869,Volta,Hohoe,Electronics,Mobile,0.5,2.5,-9.0,0,3212.6,2.0,7.0
CUST_00150,0,0.44636685,Eastern,Suhum,Home & Kitchen,Mobile,0.0,3.0,9990.0,1,0.0,0.0,9999.0
CUST_00151,1,0.8072401,Western,Sekondi,Fashion & Apparel,Mobile,-0.5,0.21428571428571427,104.0,0,192.46,2.0,175.0
CUST_00152,1,0.82415056,Ashanti,Obuasi,Beauty & Personal Care,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00154,0,0.3036427,Eastern,Koforidua,Fashion & Apparel,Mobile,0.0,2.6666666666666665,9986.0,12,0.0,0.0,9999.0
CUST_00155,1,0.80557036,Eastern,Koforidua,Fashion & Apparel,Desktop,-0.15,0.14285714285714285,275.0,6,555.5500000000001,3.0,300.0
CUST_00156,1,0.62813103,Western,Takoradi,Electronics,None,0.0,1.0,0.0,2,0.0,0.0,9999.0
CUST_00157,0,0.055271037,Upper West,Lawra,Fashion & Apparel,Desktop,0.15000000000000002,0.47619047619047616,-6.0,0,4686.29,9.0,5.0
CUST_00158,0,0.08046286,Greater Accra,Madina,Fashion & Apparel,Desktop,0.33333333333333337,0.5625,15.0,0,1655.29,5.0,15.0
CUST_00159,1,0.7233835,Bono,Sunyani,Sports & Outdoors,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00160,0,0.47018993,Ashanti,Mampong,Fashion & Apparel,Mobile,-0.16666666666666666,0.6428571428571429,24.0,2,528.55,2.0,31.0
CUST_00161,1,0.83645225,Eastern,Koforidua,Fashion & Apparel,Desktop,0.0,2.0,9947.0,0,0.0,0.0,9999.0
CUST_00162,1,0.61963964,Greater Accra,Accra,Phones & Tablets,Desktop,-1.0,7.0,179.0,1,362.24,1.0,189.0
CUST_00163,1,0.60543036,Ashanti,Kumasi,Fashion & Apparel,Desktop,0.25,1.1428571428571428,2.0,0,510.15,2.0,7.0
CUST_00164,1,0.6497043,Eastern,Akim Oda,Fashion & Apparel,Mobile,0.0,1.3333333333333333,9989.0,0,0.0,0.0,9999.0
CUST_00166,0,0.33294263,Eastern,Akim Oda,Fashion & Apparel,Desktop,-0.25,0.5263157894736842,95.0,2,3699.1300000000006,4.0,116.0
CUST_00167,0,0.44765896,Ahafo,Goaso,Books & Stationery,Mobile,0.0,2.0,9996.0,1,0.0,0.0,9999.0
CUST_00170,0,0.77211756,Ashanti,Kumasi,Phones & Tablets,Mobile,-0.3333333333333333,0.14285714285714285,22.0,0,33.9,1.0,114.0
CUST_00171,1,0.43520248,Western,Takoradi,Phones & Tablets,Desktop,0.4,0.6,7.0,3,1008.75,2.0,42.0
CUST_00173,0,0.043581475,Greater Accra,Accra,Fashion & Apparel,Mobile,0.4444444444444444,4.0,4.0,1,533.71,4.0,13.0
CUST_00174,1,0.5650553,Greater Accra,Ashaiman,Books & Stationery,Desktop,0.0,2.0,9997.0,0,0.0,0.0,9999.0
CUST_00175,1,0.424415,Greater Accra,Tema,Fashion & Apparel,Mobile,0.0,0.75,72.0,1,396.46000000000004,2.0,77.0
CUST_00177,0,0.6330282,Volta,Keta,Fashion & Apparel,Desktop,-1.0,0.75,111.0,1,340.35,1.0,123.0
CUST_00178,1,0.6813465,Bono East,Techiman,Electronics,Mobile,0.0,2.0,9987.0,1,0.0,0.0,9999.0
CUST_00179,1,0.7207198,Upper East,Bolgatanga,Fashion & Apparel,Mobile,0.12407862407862405,0.26666666666666666,29.0,5,8489.93,14.0,38.0
CUST_00181,0,0.2507348,Greater Accra,Tema,Electronics,None,0.0,1.0,0.0,1,0.0,0.0,9999.0
CUST_00183,0,0.15545067,Ashanti,Kumasi,Phones & Tablets,Mobile,0.6666666666666666,0.05555555555555555,-13.0,1,668.72,2.0,80.0
CUST_00184,0,0.4324048,Ashanti,Bekwai,Phones & Tablets,Mobile,0.0,0.25,9984.0,0,0.0,0.0,9999.0
CUST_00185,1,0.6069778,Central,Cape Coast,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00186,0,0.13947152,Central,Elmina,Phones & Tablets,Mobile,0.0,2.25,66.0,5,2992.3199999999997,5.0,67.0
CUST_00187,0,0.33487388,Ashanti,Konongo,Phones & Tablets,Mobile,-0.16666666666666666,0.4375,187.0,4,2127.33,1.0,204.0
CUST_00188,1,0.7957796,Ashanti,Kumasi,Fashion & Apparel,Mobile,-0.3333333333333333,3.0,102.0,4,717.41,1.0,109.0
CUST_00189,1,0.6457044,Bono,Sunyani,Fashion & Apparel,Mobile,0.2,5.5,37.0,1,128.54,1.0,38.0
CUST_00190,1,0.7151749,Upper East,Bolgatanga,Fashion & Apparel,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00192,1,0.8784853,Ahafo,Kenyasi,Phones & Tablets,Mobile,-0.5,0.75,422.0,1,340.44,1.0,473.0
CUST_00193,1,0.76300704,Unknown,Unknown,Fashion & Apparel,Mobile,0.3181818181818182,0.3,47.0,1,682.99,3.0,56.0
CUST_00194,1,0.69536746,Ashanti,Bekwai,Fashion & Apparel,Mobile,0.0,1.25,9996.0,6,0.0,0.0,9999.0
CUST_00195,0,0.5164503,Ashanti,Ejisu,Health & Wellness,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00196,1,0.673724,Eastern,Koforidua,Beauty & Personal Care,None,0.0,1.0,0.0,1,0.0,0.0,9999.0
CUST_00197,1,0.8226211,Upper West,Wa,Phones & Tablets,Mobile,-0.25,0.625,313.0,6,83.43,1.0,315.0
CUST_00198,1,0.8010566,Bono East,Atebubu,Fashion & Apparel,Mobile,-1.0,0.5,574.0,1,261.29,1.0,599.0
CUST_00199,1,0.60389,Greater Accra,Accra,Fashion & Apparel,Mobile,-0.10526315789473684,0.48,140.0,8,3152.88,2.0,163.0
CUST_00200,0,0.35050255,Ashanti,Kumasi,Fashion & Apparel,Mobile,0.056470588235294134,0.8148148148148148,29.0,3,6552.24,6.0,32.0
CUST_00201,1,0.50653934,Central,Elmina,Electronics,Desktop,-0.3333333333333333,1.25,156.0,5,62.81,1.0,158.0
CUST_00204,1,0.85783577,Bono East,Kintampo,Fashion & Apparel,Mobile,0.08571428571428573,0.375,-4.0,0,3682.92,6.0,2.0
CUST_00205,1,0.78556794,Volta,Ho,Beauty & Personal Care,Mobile,0.0,3.0,9965.0,0,0.0,0.0,9999.0
CUST_00208,0,0.5167524,Northern,Tamale,Fashion & Apparel,Mobile,0.0,0.5,9790.0,1,0.0,0.0,9999.0
CUST_00211,0,0.18951719,Greater Accra,Tema,Electronics,Desktop,-0.16666666666666669,2.0,38.0,1,3444.2799999999997,2.0,60.0
CUST_00212,1,0.84566206,Volta,Ho,Phones & Tablets,Mobile,-0.6666666666666666,0.3333333333333333,121.0,2,170.76,2.0,150.0
CUST_00213,1,0.5797575,Greater Accra,Tema,Beauty & Personal Care,Mobile,0.0,1.5,9965.0,0,0.0,0.0,9999.0
CUST_00214,1,0.8133663,Volta,Hohoe,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00215,1,0.8773838,Ashanti,Konongo,Fashion & Apparel,Mobile,0.0,1.0625,9999.0,22,0.0,0.0,9999.0
CUST_00216,1,0.42386612,Greater Accra,Ashaiman,Books & Stationery,None,0.0,1.0,0.0,1,0.0,0.0,9999.0
CUST_00217,1,0.69728076,Greater Accra,Accra,Phones & Tablets,Mobile,0.0,2.0,9970.0,0,0.0,0.0,9999.0
CUST_00218,1,0.7676102,Greater Accra,Accra,Phones & Tablets,Mobile,0.3333333333333333,0.23529411764705882,28.0,1,56.98,1.0,30.0
CUST_00219,1,0.84759885,Volta,Hohoe,Phones & Tablets,Mobile,1.0,0.3333333333333333,-19.0,0,34.35,1.0,44.0
CUST_00220,1,0.72567976,Northern,Tamale,Fashion & Apparel,Tablet,-0.1875,0.4117647058823529,184.0,7,2680.38,3.0,189.0
CUST_00221,1,0.6020698,Central,Elmina,Electronics,Desktop,-1.0,1.2,104.0,0,1086.8,1.0,108.0
CUST_00222,0,0.06370747,Greater Accra,Madina,Fashion & Apparel,Mobile,-0.16666666666666669,1.2857142857142858,30.0,3,1879.1299999999999,6.0,34.0
CUST_00224,1,0.50365776,Greater Accra,Accra,Beauty & Personal Care,Mobile,0.0,3.0,9991.0,1,0.0,0.0,9999.0
CUST_00225,0,0.4570779,Greater Accra,Accra,Fashion & Apparel,Mobile,0.0,2.0,9994.0,0,0.0,0.0,9999.0
CUST_00226,1,0.73478705,Western North,Bibiani,None,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00227,1,0.8046224,Ashanti,Kumasi,Fashion & Apparel,Mobile,-0.4,0.5,38.0,0,497.94,2.0,112.0
CUST_00228,0,0.19074929,Ashanti,Bekwai,Fashion & Apparel,Mobile,0.0,9.0,9995.0,9,0.0,0.0,9999.0
CUST_00229,0,0.12773532,Greater Accra,Ashaiman,Home & Kitchen,Mobile,0.11428571428571432,0.26666666666666666,-19.0,1,3971.55,4.0,4.0
CUST_00230,1,0.6330653,Ashanti,Kumasi,Fashion & Apparel,Desktop,0.0,0.75,9992.0,2,0.0,0.0,9999.0
CUST_00231,0,0.09040088,Central,Winneba,Fashion & Apparel,Mobile,0.047619047619047616,1.0,68.0,2,243.23000000000002,3.0,70.0
CUST_00232,1,0.5599319,Western,Axim,Home & Kitchen,Desktop,0.0,5.0,9996.0,3,0.0,0.0,9999.0
CUST_00233,1,0.6587067,Ashanti,Obuasi,Electronics,Desktop,0.6666666666666666,1.25,9.0,0,236.09000000000003,2.0,30.0
CUST_00234,1,0.68976414,Greater Accra,Accra,Fashion & Apparel,Mobile,0.5,2.6666666666666665,5.0,0,364.44,1.0,9.0
CUST_00236,1,0.6660597,Ashanti,Mampong,Fashion & Apparel,Mobile,-0.4166666666666667,0.5384615384615384,25.0,0,3411.33,4.0,53.0
CUST_00237,1,0.663553,Ashanti,Ejisu,Phones & Tablets,Mobile,0.0,2.0,9999.0,0,0.0,0.0,9999.0
CUST_00239,1,0.7659144,Western,Axim,Books & Stationery,Desktop,0.0,0.8888888888888888,9971.0,0,0.0,0.0,9999.0
CUST_00241,0,0.082544245,Eastern,Suhum,Fashion & Apparel,Mobile,0.22413793103448276,0.2,14.0,0,3754.6699999999996,10.0,18.0
CUST_00242,1,0.7534541,Eastern,Koforidua,Fashion & Apparel,Desktop,-0.375,0.13636363636363635,80.0,1,1502.98,6.0,110.0
CUST_00243,1,0.7866036,Central,Kasoa,Fashion & Apparel,Desktop,-0.25,0.35714285714285715,224.0,2,1043.11,3.0,251.0
CUST_00244,0,0.17078906,Volta,Aflao,Electronics,None,0.5,1.0,-9992.0,0,1526.09,2.0,7.0
CUST_00246,1,0.8987011,Greater Accra,Madina,Phones & Tablets,Mobile,0.0,0.3333333333333333,9843.0,0,0.0,0.0,9999.0
CUST_00247,1,0.8005749,Eastern,Koforidua,Beauty & Personal Care,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00248,1,0.9767081,Eastern,Akosombo,Fashion & Apparel,Mobile,0.16304347826086957,0.2,3.0,0,1040.25,3.0,3.0
CUST_00249,1,0.9150847,Bono East,Kintampo,Fashion & Apparel,Desktop,0.2391304347826087,0.20588235294117646,35.0,1,699.28,7.0,63.0
CUST_00250,0,0.35188425,Western,Takoradi,Fashion & Apparel,Mobile,-0.4,0.625,134.0,2,194.01999999999998,2.0,150.0
CUST_00251,0,0.4637359,Central,Kasoa,Phones & Tablets,Mobile,0.0,2.0,9983.0,1,0.0,0.0,9999.0
CUST_00252,0,0.16710916,Greater Accra,Accra,Electronics,Desktop,0.3333333333333333,3.0,2.0,0,125.47,1.0,6.0
CUST_00253,0,0.46945438,Western,Takoradi,Phones & Tablets,Mobile,-0.2,0.35714285714285715,178.0,3,48.59,1.0,191.0
CUST_00254,0,0.33482987,Greater Accra,Accra,Beauty & Personal Care,None,0.0,1.0,0.0,0,0.0,0.0,9999.0
CUST_00256,0,0.31223992,Greater Accra,Tema,Fashion & Apparel,Mobile,-0.3333333333333333,0.8333333333333334,96.0,1,72.6,1.0,114.0
